id,gid,x,y,v_x,v_y,radius,time
0,0,-6.730939,-1.337298,1.198716,-0.256655,0.750000,2.350000
1,0,-6.758628,1.384609,1.182014,0.269046,0.750000,2.350000
2,1,-2.134842,-0.001667,-0.996724,0.047683,0.750000,2.350000
0,0,-6.670499,-1.348708,1.208814,-0.228203,0.750000,2.400000
1,0,-6.698939,1.396558,1.193774,0.238969,0.750000,2.400000
2,1,-2.184712,-0.003381,-0.997417,-0.034274,0.750000,2.400000
0,0,-6.609604,-1.358832,1.217901,-0.202490,0.750000,2.450000
1,0,-6.638722,1.407147,1.204355,0.211789,0.750000,2.450000
2,1,-2.234556,-0.000777,-0.996872,0.052070,0.750000,2.450000
0,0,-6.548300,-1.367795,1.226076,-0.179254,0.750000,2.500000
1,0,-6.579601,1.421121,1.182417,0.279475,0.750000,2.500000
2,1,-2.283644,-0.002823,-0.981762,-0.040915,0.750000,2.500000
0,0,-6.488269,-1.380597,1.200613,-0.256049,0.750000,2.550000
1,0,-6.519894,1.433522,1.194128,0.248015,0.750000,2.550000
2,1,-2.332007,-0.000007,-0.967258,0.056317,0.750000,2.550000
0,0,-6.427744,-1.391960,1.210513,-0.227251,0.750000,2.600000
1,0,-6.460251,1.448959,1.192871,0.308745,0.750000,2.600000
2,1,-2.380251,-0.002027,-0.964883,-0.040397,0.750000,2.600000
0,0,-6.366773,-1.402021,1.219419,-0.201224,0.750000,2.650000
1,0,-6.400074,1.462664,1.203529,0.274097,0.750000,2.650000
2,1,-2.428652,0.000919,-0.968012,0.058913,0.750000,2.650000
0,0,-6.305401,-1.410906,1.227433,-0.177702,0.750000,2.700000
1,0,-6.339418,1.474803,1.213118,0.242784,0.750000,2.700000
2,1,-2.477477,-0.001212,-0.976501,-0.042622,0.750000,2.700000
0,0,-6.245146,-1.424386,1.205095,-0.269602,0.750000,2.750000
1,0,-6.278331,1.485527,1.221744,0.214483,0.750000,2.750000
2,1,-2.525548,0.002387,-0.961425,0.071987,0.750000,2.750000
0,0,-6.184420,-1.436338,1.214535,-0.239024,0.750000,2.800000
1,0,-6.218201,1.500663,1.202600,0.302718,0.750000,2.800000
2,1,-2.572951,0.000012,-0.948066,-0.047504,0.750000,2.800000
0,0,-6.123268,-1.446907,1.223028,-0.211388,0.750000,2.850000
1,0,-6.157588,1.514072,1.212270,0.268171,0.750000,2.850000
2,1,-2.621052,0.003250,-0.962017,0.064763,0.750000,2.850000
0,0,-6.061735,-1.456227,1.230668,-0.186409,0.750000,2.900000
1,0,-6.096539,1.525919,1.220968,0.236948,0.750000,2.900000
2,1,-2.669900,0.000648,-0.976964,-0.052038,0.750000,2.900000
0,0,-6.000665,-1.470773,1.221403,-0.290905,0.750000,2.950000
1,0,-6.035100,1.536355,1.228793,0.208727,0.750000,2.950000
2,1,-2.718135,0.004852,-0.964697,0.084079,0.750000,2.950000
0,0,-5.939205,-1.483659,1.229198,-0.257736,0.750000,3.000000
1,0,-5.974342,1.552136,1.215144,0.315612,0.750000,3.000000
2,1,-2.765651,0.001873,-0.950320,-0.059573,0.750000,3.000000
0,0,-5.877394,-1.495047,1.236210,-0.227756,0.750000,3.050000
1,0,-5.913165,1.566099,1.223541,0.279261,0.750000,3.050000
2,1,-2.814916,-0.000808,-0.985288,-0.053635,0.750000,3.050000
0,0,-5.815268,-1.505080,1.242518,-0.200657,0.750000,3.100000
1,0,-5.851611,1.578419,1.231093,0.246404,0.750000,3.100000
2,1,-2.865312,0.003352,-1.007921,0.083203,0.750000,3.100000
0,0,-5.752859,-1.513888,1.248190,-0.176162,0.750000,3.150000
1,0,-5.789716,1.589255,1.237886,0.216704,0.750000,3.150000
2,1,-2.916478,0.000047,-1.023332,-0.066104,0.750000,3.150000
0,0,-5.690194,-1.521589,1.253292,-0.154020,0.750000,3.200000
1,0,-5.727517,1.598747,1.243994,0.189858,0.750000,3.200000
2,1,-2.966799,0.005671,-1.006423,0.112485,0.750000,3.200000
0,0,-5.627300,-1.528289,1.257881,-0.134005,0.750000,3.250000
1,0,-5.665704,1.615438,1.236256,0.333809,0.750000,3.250000
2,1,-3.016038,0.001760,-0.984769,-0.078219,0.750000,3.250000
0,0,-5.566002,-1.543859,1.225958,-0.311387,0.750000,3.300000
1,0,-5.603578,1.630187,1.242516,0.294978,0.750000,3.300000
2,1,-3.063623,0.008168,-0.951710,0.128159,0.750000,3.300000
0,0,-5.504339,-1.557629,1.233272,-0.275398,0.750000,3.350000
1,0,-5.541171,1.643181,1.248144,0.259875,0.750000,3.350000
2,1,-3.112950,0.013931,-0.986539,0.115261,0.750000,3.350000
0,0,-5.442346,-1.569772,1.239849,-0.242864,0.750000,3.400000
1,0,-5.478511,1.654588,1.253202,0.228143,0.750000,3.400000
2,1,-3.163845,0.019111,-1.017885,0.103595,0.750000,3.400000
0,0,-5.380058,-1.580444,1.245763,-0.213453,0.750000,3.450000
1,0,-5.415623,1.664561,1.257749,0.199457,0.750000,3.450000
2,1,-3.216149,0.023763,-1.046096,0.093042,0.750000,3.450000
0,0,-5.317504,-1.589788,1.251081,-0.186864,0.750000,3.500000
1,0,-5.352532,1.673237,1.261836,0.173525,0.750000,3.500000
2,1,-3.269724,0.027937,-1.071486,0.083496,0.750000,3.500000
0,0,-5.254711,-1.597929,1.255862,-0.162827,0.750000,3.550000
1,0,-5.289256,1.680741,1.265510,0.150081,0.750000,3.550000
2,1,-3.324441,0.031681,-1.094337,0.074861,0.750000,3.550000
0,0,-5.191703,-1.604984,1.260162,-0.141096,0.750000,3.600000
1,0,-5.225816,1.687185,1.268812,0.128887,0.750000,3.600000
2,1,-3.380186,0.035033,-1.114903,0.067050,0.750000,3.600000
0,0,-5.128501,-1.611056,1.264028,-0.121450,0.750000,3.650000
1,0,-5.162227,1.692672,1.271779,0.109726,0.750000,3.650000
2,1,-3.436856,0.038032,-1.133412,0.059984,0.750000,3.650000
0,0,-5.065126,-1.616241,1.267504,-0.103688,0.750000,3.700000
1,0,-5.098504,1.697292,1.274446,0.092403,0.750000,3.700000
2,1,-3.494360,0.040712,-1.150071,0.053592,0.750000,3.700000
0,0,-5.001595,-1.620622,1.270629,-0.087629,0.750000,3.750000
1,0,-5.034662,1.701129,1.276843,0.076741,0.750000,3.750000
2,1,-3.552613,0.043102,-1.165063,0.047810,0.750000,3.750000
0,0,-4.937923,-1.624278,1.273438,-0.073109,0.750000,3.800000
1,0,-4.970712,1.704258,1.278997,0.062580,0.750000,3.800000
2,1,-3.611541,0.045231,-1.178556,0.042579,0.750000,3.800000
0,0,-4.874125,-1.627277,1.275964,-0.059981,0.750000,3.850000
1,0,-4.906666,1.706747,1.280932,0.049777,0.750000,3.850000
2,1,-3.671076,0.047124,-1.190699,0.037846,0.750000,3.850000
0,0,-4.810213,-1.629682,1.278235,-0.048112,0.750000,3.900000
1,0,-4.842532,1.708657,1.282671,0.038201,0.750000,3.900000
2,1,-3.731157,0.048802,-1.201628,0.033565,0.750000,3.900000
0,0,-4.746199,-1.631551,1.280277,-0.037379,0.750000,3.950000
1,0,-4.778320,1.710043,1.284234,0.027735,0.750000,3.950000
2,1,-3.791730,0.050286,-1.211465,0.029691,0.750000,3.950000
0,0,-4.682093,-1.632935,1.282112,-0.027675,0.750000,4.000000
1,0,-4.714038,1.710957,1.285638,0.018271,0.750000,4.000000
2,1,-3.852746,0.051596,-1.220317,0.026186,0.750000,4.000000
0,0,-4.617905,-1.633880,1.283762,-0.018900,0.750000,4.050000
1,0,-4.649693,1.711443,1.286900,0.009713,0.750000,4.050000
2,1,-3.914160,0.052746,-1.228284,0.023016,0.750000,4.050000
0,0,-4.553643,-1.634428,1.285245,-0.010965,0.750000,4.100000
1,0,-4.585292,1.711541,1.288034,0.001975,0.750000,4.100000
2,1,-3.975933,0.053754,-1.235455,0.020147,0.750000,4.100000
0,0,-4.489314,-1.634618,1.286578,-0.003790,0.750000,4.150000
1,0,-4.520839,1.711290,1.289053,-0.005022,0.750000,4.150000
2,1,-4.038029,0.054631,-1.241908,0.017551,0.750000,4.150000
0,0,-4.424925,-1.634483,1.287777,0.002698,0.750000,4.200000
1,0,-4.456341,1.710723,1.289968,-0.011349,0.750000,4.200000
2,1,-4.100414,0.055391,-1.247716,0.015202,0.750000,4.200000
0,0,-4.360483,-1.634055,1.288854,0.008565,0.750000,4.250000
1,0,-4.391801,1.709869,1.290790,-0.017071,0.750000,4.250000
2,1,-4.163061,0.056045,-1.252943,0.013077,0.750000,4.250000
0,0,-4.295991,-1.633361,1.289823,0.013871,0.750000,4.300000
1,0,-4.327225,1.708757,1.291529,-0.022245,0.750000,4.300000
2,1,-4.225944,0.056603,-1.257647,0.011154,0.750000,4.300000
0,0,-4.231457,-1.632428,1.290693,0.018670,0.750000,4.350000
1,0,-4.262615,1.707411,1.292193,-0.026924,0.750000,4.350000
2,1,-4.289038,0.057074,-1.261881,0.009413,0.750000,4.350000
0,0,-4.166883,-1.631277,1.291476,0.023009,0.750000,4.400000
1,0,-4.197976,1.705853,1.292789,-0.031156,0.750000,4.400000
2,1,-4.352322,0.057465,-1.265691,0.007838,0.750000,4.400000
0,0,-4.102274,-1.629930,1.292179,0.026934,0.750000,4.450000
1,0,-4.133310,1.704104,1.293324,-0.034983,0.750000,4.450000
2,1,-4.415778,0.057786,-1.269120,0.006413,0.750000,4.450000
0,0,-4.037634,-1.628406,1.292811,0.030483,0.750000,4.500000
1,0,-4.068619,1.702182,1.293805,-0.038444,0.750000,4.500000
2,1,-4.479389,0.058042,-1.272207,0.005123,0.750000,4.500000
0,0,-3.972965,-1.626722,1.293379,0.033694,0.750000,4.550000
1,0,-4.003907,1.700103,1.294238,-0.041575,0.750000,4.550000
2,1,-4.543138,0.058240,-1.274984,0.003956,0.750000,4.550000
0,0,-3.908270,-1.624892,1.293890,0.036597,0.750000,4.600000
1,0,-3.939176,1.697883,1.294626,-0.044406,0.750000,4.600000
2,1,-4.607012,0.058385,-1.277484,0.002900,0.750000,4.600000
0,0,-3.843553,-1.622931,1.294349,0.039224,0.750000,4.650000
1,0,-3.874427,1.695534,1.294975,-0.046967,0.750000,4.650000
2,1,-4.670999,0.058482,-1.279734,0.001943,0.750000,4.650000
0,0,-3.778815,-1.620851,1.294761,0.041599,0.750000,4.700000
1,0,-3.809663,1.693070,1.295288,-0.049283,0.750000,4.700000
2,1,-4.735087,0.058536,-1.281759,0.001078,0.750000,4.700000
0,0,-3.714058,-1.618663,1.295132,0.043748,0.750000,4.750000
1,0,-3.744884,1.690501,1.295569,-0.051378,0.750000,4.750000
2,1,-4.799266,0.058551,-1.283581,0.000295,0.750000,4.750000
0,0,-3.649285,-1.616379,1.295465,0.045691,0.750000,4.800000
1,0,-3.680093,1.687837,1.295822,-0.053273,0.750000,4.800000
2,1,-4.863527,0.058530,-1.285221,-0.000414,0.750000,4.800000
0,0,-3.584496,-1.614006,1.295765,0.047449,0.750000,4.850000
1,0,-3.615291,1.685088,1.296049,-0.054988,0.750000,4.850000
2,1,-4.927862,0.058477,-1.286698,-0.001056,0.750000,4.850000
0,0,-3.519695,-1.611554,1.296034,0.049040,0.750000,4.900000
1,0,-3.550478,1.682261,1.296253,-0.056538,0.750000,4.900000
2,1,-4.992263,0.058396,-1.288026,-0.001637,0.750000,4.900000
0,0,-3.454881,-1.609030,1.296275,0.050478,0.750000,4.950000
1,0,-3.485657,1.679364,1.296436,-0.057941,0.750000,4.950000
2,1,-5.056724,0.058287,-1.289222,-0.002163,0.750000,4.950000
0,0,-3.390056,-1.606441,1.296493,0.051780,0.750000,5.000000
1,0,-3.420826,1.676404,1.296600,-0.059210,0.750000,5.000000
2,1,-5.121239,0.058155,-1.290298,-0.002639,0.750000,5.000000
0,0,-3.325222,-1.603793,1.296688,0.052957,0.750000,5.050000
1,0,-3.355989,1.673386,1.296748,-0.060358,0.750000,5.050000
2,1,-5.185802,0.058002,-1.291266,-0.003070,0.750000,5.050000
0,0,-3.260379,-1.601092,1.296864,0.054022,0.750000,5.100000
1,0,-3.291145,1.670316,1.296880,-0.061396,0.750000,5.100000
2,1,-5.250409,0.057829,-1.292137,-0.003460,0.750000,5.100000
0,0,-3.195528,-1.598343,1.297021,0.054986,0.750000,5.150000
1,0,-3.226295,1.667199,1.297000,-0.062336,0.750000,5.150000
2,1,-5.315055,0.057638,-1.292922,-0.003814,0.750000,5.150000
0,0,-3.130670,-1.595550,1.297163,0.055858,0.750000,5.200000
1,0,-3.161440,1.664040,1.297106,-0.063186,0.750000,5.200000
2,1,-5.379737,0.057432,-1.293628,-0.004134,0.750000,5.200000
0,0,-3.065805,-1.592718,1.297290,0.056647,0.750000,5.250000
1,0,-3.096580,1.660842,1.297202,-0.063955,0.750000,5.250000
2,1,-5.444450,0.057210,-1.294263,-0.004423,0.750000,5.250000
0,0,-3.000935,-1.589850,1.297405,0.057360,0.750000,5.300000
1,0,-3.031715,1.657609,1.297289,-0.064651,0.750000,5.300000
2,1,-5.509192,0.056976,-1.294835,-0.004685,0.750000,5.300000
0,0,-2.936059,-1.586950,1.297507,0.058006,0.750000,5.350000
1,0,-2.966847,1.654345,1.297366,-0.065281,0.750000,5.350000
2,1,-5.573959,0.056730,-1.295349,-0.004923,0.750000,5.350000
0,0,-2.871179,-1.584020,1.297600,0.058590,0.750000,5.400000
1,0,-2.901975,1.651053,1.297436,-0.065850,0.750000,5.400000
2,1,-5.638750,0.056473,-1.295813,-0.005138,0.750000,5.400000
0,0,-2.806295,-1.581064,1.297683,0.059119,0.750000,5.450000
1,0,-2.837100,1.647735,1.297498,-0.066366,0.750000,5.450000
2,1,-5.703561,0.056206,-1.296229,-0.005333,0.750000,5.450000
0,0,-2.741407,-1.578084,1.297757,0.059598,0.750000,5.500000
1,0,-2.772223,1.644393,1.297554,-0.066832,0.750000,5.500000
2,1,-5.768391,0.055931,-1.296605,-0.005509,0.750000,5.500000
0,0,-2.676516,-1.575083,1.297824,0.060031,0.750000,5.550000
1,0,-2.707342,1.641030,1.297604,-0.067255,0.750000,5.550000
2,1,-5.833239,0.055648,-1.296942,-0.005669,0.750000,5.550000
0,0,-2.611622,-1.572061,1.297885,0.060423,0.750000,5.600000
1,0,-2.642460,1.637648,1.297649,-0.067637,0.750000,5.600000
2,1,-5.898101,0.055357,-1.297246,-0.005813,0.750000,5.600000
0,0,-2.546725,-1.569023,1.297939,0.060777,0.750000,5.650000
1,0,-2.577575,1.634249,1.297690,-0.067982,0.750000,5.650000
2,1,-5.962977,0.055060,-1.297519,-0.005944,0.750000,5.650000
0,0,-2.481826,-1.565968,1.297987,0.061098,0.750000,5.700000
1,0,-2.512689,1.630835,1.297726,-0.068295,0.750000,5.700000
2,1,-6.027865,0.054756,-1.297766,-0.006063,0.750000,5.700000
0,0,-2.416924,-1.562898,1.298031,0.061389,0.750000,5.750000
1,0,-2.447801,1.627406,1.297759,-0.068578,0.750000,5.750000
2,1,-6.092764,0.054448,-1.297987,-0.006171,0.750000,5.750000
0,0,-2.352021,-1.559816,1.298070,0.061651,0.750000,5.800000
1,0,-2.382912,1.623964,1.297788,-0.068834,0.750000,5.800000
2,1,-6.157674,0.054135,-1.298186,-0.006268,0.750000,5.800000
0,0,-2.287115,-1.556721,1.298105,0.061889,0.750000,5.850000
1,0,-2.318021,1.620511,1.297815,-0.069066,0.750000,5.850000
2,1,-6.222592,0.053817,-1.298366,-0.006356,0.750000,5.850000
0,0,-2.222209,-1.553616,1.298137,0.062105,0.750000,5.900000
1,0,-2.253129,1.617047,1.297838,-0.069276,0.750000,5.900000
2,1,-6.287518,0.053495,-1.298527,-0.006436,0.750000,5.900000
0,0,-2.157300,-1.550501,1.298165,0.062300,0.750000,5.950000
1,0,-2.188236,1.613573,1.297859,-0.069466,0.750000,5.950000
2,1,-6.352452,0.053169,-1.298673,-0.006509,0.750000,5.950000
0,0,-2.092391,-1.547377,1.298191,0.062476,0.750000,6.000000
1,0,-2.123342,1.610092,1.297878,-0.069638,0.750000,6.000000
